,attending_school,case_no,casetype,dcps_school_against,home_school,failed_parse,casetype_clean_init,casetype_isdigits,casetype_final
5490,Brookland MS,2016-0081,04/ 01/2016,Brookland MS,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
5491,Brookland MS,2016-0081,04/ 01/2016,Brook land MS,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
5492,Brookland MS,2016-0081,04/ 01/2016,Wilson Senior High School,Ballou Senior High School,0,04/ 01/2016,digits,Other/failed to parse
5493,W ilson Senior High School,2016-008S,04/04/2016,Wilson Senior High School,Wilson Senior High School,0,04/04/2016,digits,Other/failed to parse
5494,W ilson Senior High School,2016-008S,04/04/2016,Lab School of Washington,Wilson Senior High School,0,04/04/2016,digits,Other/failed to parse
5731,Harmo ny,·-· 07/26/2016 2016-0174,"-~r •----- ~· .~,.",Lab School of Washington,Hardy MS @ Hami lton Schoo l,0,"-~r •----- ~· .~,.",no_digits,Other/failed to parse
5732,Harmo ny,·-· 07/26/2016 2016-0174,"-~r •----- ~· .~,.",Hardy MS @ Hamil ton School,Hardy MS @ Hami lton Schoo l,0,"-~r •----- ~· .~,.",no_digits,Other/failed to parse
5733,Harmo ny,·-· 07/26/2016 2016-0174,"-~r •----- ~· .~,.",Hardy MS@ Hamil t on School,Hardy MS @ Hami lton Schoo l,0,"-~r •----- ~· .~,.",no_digits,Other/failed to parse
5734,Harmo ny,·-· 07/26/2016 2016-0174,"-~r •----- ~· .~,.",Hardy MS@ Hamil to n School,Hardy MS @ Hami lton Schoo l,0,"-~r •----- ~· .~,.",no_digits,Other/failed to parse
5744,08/08/2016,08/08/2016,08/08/2016,Roosevelt High Schoo l,08/08/2016,0,08/08/2016,digits,Other/failed to parse
5890,National Collegiate PCS,2016-0248,10/19/2016,Ketcha m Elementary School,Ballou Senior High Schoo l,0,10/19/2016,digits,Other/failed to parse
5891,National Collegiate PCS,2016-0248,10/19/2016,Brook land MS,Ballou Senior High Schoo l,0,10/19/2016,digits,Other/failed to parse
5892,Brookland MS,2016-0250,10/19/2016,Brook land MS,Ballou Senior High Schoo l,0,10/19/2016,digits,Other/failed to parse
5893,Brookland MS,2016-0250,10/20/2016,Brook land MS,Ballou Senior High Schoo l,0,10/20/2016,digits,Other/failed to parse
5894,KIPP (All Campuses),2016-0249,10/20/2016,Brook land MS,Hart M iddle Schoo l,0,10/20/2016,digits,Other/failed to parse
5895,KIPP (All Campuses),2016-0249,10/20/2016,Dunbar High School,Hart M iddle Schoo l,0,10/20/2016,digits,Other/failed to parse
5896,KIPP (All Campuses),2016-0249,10/20/2016,Dunba r High School,Hart M iddle Schoo l,0,10/20/2016,digits,Other/failed to parse
5897,KIPP (All Campuses),2016-0249,10/20/2016,Dunbar High Schoo l,Hart M iddle Schoo l,0,10/20/2016,digits,Other/failed to parse
5898,Dunbar High School,2016-025 1,10/20/2016,Dunbar High School,Roosevelt High School,0,10/20/2016,digits,Other/failed to parse
5899,Dunbar High School,2016-025 1,10/2 1/2016,Dunbar High School,Roosevelt High School,0,10/2 1/2016,digits,Other/failed to parse
5900,Dunbar High School,2016-025 1,10/2 1/2016,Dunba r High Schoo l,Roosevelt High School,0,10/2 1/2016,digits,Other/failed to parse
5901,DC Scholars Public Charter School,2016-0252,10/2 1/2016,Dunba r High Schoo l,"Harri s, C.W . ES",0,10/2 1/2016,digits,Other/failed to parse
5902,Noyes Elemen tary Schoo l,2016-0254,10/2 1/2016,Noyes Elementary Schoo l,Noyes Elemen tary Schoo l,0,10/2 1/2016,digits,Other/failed to parse
5903,Noyes Elemen tary Schoo l,2016-0254,10/24/2016,Noyes Elementary Schoo l,Noyes Elemen tary Schoo l,0,10/24/2016,digits,Other/failed to parse
5904,Stanton Eleme ntary School,2016-025 3,10/24/2016,Stanton Elementary School,Stanton Eleme nta ry School,0,10/24/2016,digits,Other/failed to parse
5905,High Road PG,2016-0255,10/25/20 16,High Road PG,Dunbar High School,0,10/25/20 16,digits,Other/failed to parse
5906,Ballou Senio r High School,2016-0257,10/25/20 16,Ballou Senior High School,Dunbar High School,0,10/25/20 16,digits,Other/failed to parse
5907,Ballou Senio r High School,2016-0257,10/25/20 16,Hearst Eleme ntary School,Dunbar High School,0,10/25/20 16,digits,Other/failed to parse
5908,Ballou Senio r High School,2016-0257,10/26/2016,Hearst Elementary School,Dunbar High School,0,10/26/2016,digits,Other/failed to parse
5909,OTHER,2016-0256,10/26/2016,Hearst Elementary School,Shepherd ES,0,10/26/2016,digits,Other/failed to parse
5910,OTHER,2016-0256,10/26/2016,Hearst Eleme ntary School,Shepherd ES,0,10/26/2016,digits,Other/failed to parse
5911,Randle-H ighlands ES,2016-0258,10/27/2016,Randle-High lands ES,Randle-H ighlands ES,0,10/27/2016,digits,Other/failed to parse
5912,Randle-H ighlands ES,2016-0258,10/27/2016,Archbishop Carroll High Schoo l,Randle-H ighlands ES,0,10/27/2016,digits,Other/failed to parse
5913,Randle-H ighlands ES,2016-0258,10/27/2016,Archbishop Carroll High School,Randle-H ighlands ES,0,10/27/2016,digits,Other/failed to parse
5914,Arc hbishop Carro ll High School,2016-0259,10/27/2016,Archbishop Carroll High School,Randle-H ighlands ES,0,10/27/2016,digits,Other/failed to parse
5915,Arc hbishop Carro ll High School,2016-0259,10/27/2016,Archbisho p Carr oll High Schoo l,Randle-H ighlands ES,0,10/27/2016,digits,Other/failed to parse
5916,Arc hbishop Carro ll High School,2016-0259,10/28/2016,Lab Schoo l of Wash ington,Randle-H ighlands ES,0,10/28/2016,digits,Other/failed to parse
5917,Lab Schoo l of Was hington,2016-0195,10/28/2016,Lab Schoo l of Wash ington,Deal Middle Schoo l,0,10/28/2016,digits,Other/failed to parse
5918,Lab Schoo l of Was hington,2016-0195,10/28/2016,Lab Schoo l of Wash ington,Friendship Public Charter,0,10/28/2016,digits,Other/failed to parse
5919,Friends hip Publ ic Charte r Schoo l (all campuses),2016-0260,10/28/2016,Lab Schoo l of Wash ington,Friendship Public Charter,0,10/28/2016,digits,Other/failed to parse
5920,Friends hip Publ ic Charte r Schoo l (all campuses),2016-0260,10/28/2016,Lab Schoo l of Wash ington,Schoo l (all campuses),0,10/28/2016,digits,Other/failed to parse
5921,Friends hip Publ ic Charte r Schoo l (all campuses),2016-0260,10/28/2016,"Phelps Architecture, Construction, and Engineeri ng HS",Schoo l (all campuses),0,10/28/2016,digits,Other/failed to parse
5922,"Phelps Architectu re, Construction, and",2016-0260,10/28/2016,"Phelps Architecture, Construction, and Engineeri ng HS",H.D. Woodson Sen ior High,0,10/28/2016,digits,Other/failed to parse
5923,"Phelps Architectu re, Construction, and",2016-0262,10/28/2016,"Phelps Architecture, Construction, and Engineeri ng HS",H.D. Woodson Sen ior High,0,10/28/2016,digits,Other/failed to parse
5924,Enginee ring HS,2016-0262,10/28/2016,"Phelps Architec ture, Const ruct ion, and Engineeri ng HS",Schoo l,0,10/28/2016,digits,Other/failed to parse
5925,Enginee ring HS,2016-0262,10/28/2016,"Phelps Architecture, Construction, and Engineeri ng HS",Schoo l,0,10/28/2016,digits,Other/failed to parse
5926,Enginee ring HS,2016-0262,10/28/2016,Kingsbury Day Schoo l,Schoo l,0,10/28/2016,digits,Other/failed to parse
5933,Kelly M il ler MS,2016--0264,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",Kelly M iller MS,Kelly Miller MS,0,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",no_digits,Other/failed to parse
5934,Tako ma Educat iona l Cente r,2016--0265,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",Takoma Educational Center,Kelly Miller MS,0,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",no_digits,Other/failed to parse
5935,Tako ma Educat iona l Cente r,2016--0265,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",Miner Elemen ta ry,Kelly Miller MS,0,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",no_digits,Other/failed to parse
5936,Tako ma Educat iona l Cente r,2016--0265,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",Miner Elementary,Kelly Miller MS,0,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",no_digits,Other/failed to parse
5937,Tako ma Educat iona l Cente r,2016--0265,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",Mine r Elemen tary,Kelly Miller MS,0,"'-"">_'.._;.;.,,~,;;.,., ,-.J l'f",no_digits,Other/failed to parse
5943,Miner Elementary,2016--0267,"-a~cu,.cu v,,_,~ """"""",Miner Elemen tary,Ketcham Eleme ntary School,0,"-a~cu,.cu v,,_,~ """"""",no_digits,Other/failed to parse
5944,DC Scholars Public Charter School,2016--0266,"n. ,",Miner Elemen tary,Ketcham Eleme ntary School,0,"n. ,",no_digits,Other/failed to parse
5945,DC Scholars Public Charter School,2016--0266,"n. ,",Dunbar High Schoo l,Ketcham Eleme ntary School,0,"n. ,",no_digits,Other/failed to parse
5946,DC Scholars Public Charter School,2016--0266,"n. ,",Dunbar High School,Ketcham Eleme ntary School,0,"n. ,",no_digits,Other/failed to parse
5947,DC Scholars Public Charter School,2016--0266,"n. ,",Dunba r High School,Ketcham Eleme ntary School,0,"n. ,",no_digits,Other/failed to parse
6120,Kramer M idd le School,2017-0037,"._,..._.., ..u ,,._..,. 1• V l'il",Kramer M iddle School,2017-0037,0,"._,..._.., ..u ,,._..,. 1• V l'il",no_digits,Other/failed to parse
6121,Brow ne EC,2017-0038 Maury Elementary School,"._,..._.., ..u ,,._..,. 1• V l'il",Browne EC,2017-0038 Maury Elementary School,0,"._,..._.., ..u ,,._..,. 1• V l'il",no_digits,Other/failed to parse
6124,Brow ne EC,"'""""""...',.:, .  ....,.,, ...,, 2017-0042 Maury Elementary School","'""""1_v-'.u,,..,.., •...J l 'il",Browne EC,"'""""""...',.:, .  ....,.,, ...,, 2017-0042 Maury Elementary School",0,"'""""1_v-'.u,,..,.., •...J l 'il",no_digits,Other/failed to parse
6125,Brow ne EC,"'""""""...',.:, .  ....,.,, ...,, 2017-0042 Maury Elementary School","'""""1_v-'.u,,..,.., •...J l 'il",Coolidge High Schoo l,"'""""""...',.:, .  ....,.,, ...,, 2017-0042 Maury Elementary School",0,"'""""1_v-'.u,,..,.., •...J l 'il",no_digits,Other/failed to parse
6147,02/27/2017,02/27/2017,02/27/2017,Columb ia Heights Educat ion Center High School,02/27/2017,0,02/27/2017,digits,Other/failed to parse
6148,02/27/2017,02/27/2017,02/27/2017,Dunba r High Schoo l,02/27/2017,0,02/27/2017,digits,Other/failed to parse
6171,n11nh :1r l-lio h < r hnn,",n17..nn7'>",lt.a::a in <t I S:6,Dunba r High School,n11n h::1r l-l ioh <rhnnl,0,lt.a::a in <t I S:6,no_digits,Other/failed to parse
6179,03/22/2017,03/22/2017,03/22/2017,Kennedy Inst itu te,03/22/2017,0,03/22/2017,digits,Other/failed to parse
6291,05/18/2017,05/18/2017,05/18/2017,Sousa M idd le School,05/18/2017,0,05/18/2017,digits,Other/failed to parse
6292,05/18/2017,05/18/2017,05/18/2017,Brow ne EC,05/18/2017,0,05/18/2017,digits,Other/failed to parse
6293,05/18/2017,05/18/2017,05/18/2017,Browne EC,05/18/2017,0,05/18/2017,digits,Other/failed to parse
6341,Monroe,2017-0155,"._,....,_. . . u,~,;;v 1• V l'il",Mo nroe School,Deal M idd le Schoo l,0,"._,....,_. . . u,~,;;v 1• V l'il",no_digits,Other/failed to parse
6342,Payne Elementary,2017-0157,"._,....,_. . . u,~,;;v 1• V l'il",Payne Elementar y School,Payne Eleme ntary School,0,"._,....,_. . . u,~,;;v 1• V l'il",no_digits,Other/failed to parse
6343,Payne Elementary,2017-0157,"._,....,_. . . u,~,;;v 1• V l'il",Roosevelt High School,Payne Eleme ntary School,0,"._,....,_. . . u,~,;;v 1• V l'il",no_digits,Other/failed to parse
6366,06/27/20 17,06/27/20 17,06/27/20 17,Aiton Elementary Schoo l,06/27/20 17,0,06/27/20 17,digits,Other/failed to parse
6401,07/ 11/2017,07/ 11/2017,07/ 11/2017,Anacost ia Senior High Schoo l,07/ 11/2017,0,07/ 11/2017,digits,Other/failed to parse
6402,07/ 11/2017,07/ 11/2017,07/ 11/2017,Sousa M idd le School,07/ 11/2017,0,07/ 11/2017,digits,Other/failed to parse
6457,OTHER,2017-0214,08/10/2017,Wilson Senior High School,Wilson Senio r High School,0,08/10/2017,digits,Other/failed to parse
6458,LaSalle-Backus EC,2017-02 15,08/10/2017,LaSalle-Backus EC,LaSalle-Backus EC,0,08/10/2017,digits,Other/failed to parse
6459,LaSalle-Backus EC,2017-02 15,08/11/2017,LaSalle-Backus EC,LaSalle-Backus EC,0,08/11/2017,digits,Other/failed to parse
6460,Kingsb ury Day School,2017-0216,08/11/2017,LaSalle-Backus EC,Kingsb ury Day Schoo l,0,08/11/2017,digits,Other/failed to parse
6461,Kingsb ury Day School,2017-0216,08/11/2017,Beers Eleme ntary School,Kingsb ury Day Schoo l,0,08/11/2017,digits,Other/failed to parse
6462,Beers Elementary,2017-02 19,08/11/2017,Beers Eleme ntary School,Ketcham Eleme ntary School,0,08/11/2017,digits,Other/failed to parse
6463,Beers Elementary,2017-02 19,08/11/2017,Beers Elementary School,Ketcham Eleme ntary School,0,08/11/2017,digits,Other/failed to parse
6464,Beers Elementary,2017-02 19,08/11/2017,Savoy Elementary School,Turner@ Green Eleme ntary,0,08/11/2017,digits,Other/failed to parse
6465,Turner @ Green Elementary Schoo l,2017-0218,08/14/2017,Savoy Elementary School,Turner@ Green Eleme ntary,0,08/14/2017,digits,Other/failed to parse
6466,Turner @ Green Elementary Schoo l,2017-0218,08/14/2017,Savoy Elementary School,School,0,08/14/2017,digits,Other/failed to parse
6467,Turner @ Green Elementary Schoo l,2017-0218,08/14/2017,Savoy Elementary School,Turner@ Green Eleme nta ry,0,08/14/2017,digits,Other/failed to parse
6468,Turner @ Green Elementary,2017-0217,08/14/2017,Savoy Elementary School,Turner@ Green Eleme nta ry,0,08/14/2017,digits,Other/failed to parse
6469,Turner @ Green Elementary,2017-0217,08/14/2017,Savoy Elementary School,School,0,08/14/2017,digits,Other/failed to parse
6470,Turner @ Green Elementary,2017-0217,08/14/2017,Cardozo High School,School,0,08/14/2017,digits,Other/failed to parse
6471,Cardozo High Schoo l,2017-0220,08/15/2017,Cardozo High School,School,0,08/15/2017,digits,Other/failed to parse
6472,Cardozo High Schoo l,2017-0220,08/15/2017,Lab Schoo l of Wash ington,School,0,08/15/2017,digits,Other/failed to parse
6473,Cardozo High Schoo l,2017-0220,08/15/2017,Lab School of Wash ington,School,0,08/15/2017,digits,Other/failed to parse
6474,Lab School of Was hington,2017-0222,08/15/2017,Lab School of Wash ington,Wilson Senio r High School,0,08/15/2017,digits,Other/failed to parse
6475,Lab School of Was hington,2017-0222,08/15/2017,Lab Schoo l of Wash ington,Wilson Senio r High School,0,08/15/2017,digits,Other/failed to parse
6476,Lab School of Was hington,2017-0222,08/17/2017,Lab Schoo l of Wash ington,Wilson Senio r High School,0,08/17/2017,digits,Other/failed to parse
6477,Lab School of Was hington,2017-0222,08/17/2017,Thomas Elementa ry School,Wilson Senio r High School,0,08/17/2017,digits,Other/failed to parse
6478,Lab School of Was hington,2017-0222,08/17/2017,Thomas Elementary School,Wilson Senio r High School,0,08/17/2017,digits,Other/failed to parse
6479,Thomas Elementa ry Schoo l,2017-0221,08/17/2017,Thomas Elementary School,Smothers ES,0,08/17/2017,digits,Other/failed to parse
6480,Thomas Elementa ry Schoo l,2017-0221,08/17/2017,Eaton Elementary School,Smothers ES,0,08/17/2017,digits,Other/failed to parse
6481,Eaton Eleme ntary School,2017-0224,08/17/2017,Eaton Elementary School,M iner Elementary,0,08/17/2017,digits,Other/failed to parse
6482,Eaton Eleme ntary School,2017-0224,08/17/2017,Cleve land Elementary School,M iner Elementary,0,08/17/2017,digits,Other/failed to parse
6483,Eaton Eleme ntary School,2017-0224,08/18/2017,Cleve land Elementary School,M iner Elementary,0,08/18/2017,digits,Other/failed to parse
6484,Cleveland Elementa ry School,2017-0223,08/18/2017,Cleve land Elementary School,M iner Elementary,0,08/18/2017,digits,Other/failed to parse
6485,Cleveland Elementa ry School,2017-0223,08/18/2017,Cleveland Elementary School,M iner Elementary,0,08/18/2017,digits,Other/failed to parse
6486,Cleveland Elementa ry School,2017-0223,08/18/2017,Wheatley EC,M iner Elementary,0,08/18/2017,digits,Other/failed to parse
6487,Howard Univers ity PCS,2017-0227,08/18/2017,Whea t ley EC,Kelly Miller MS,0,08/18/2017,digits,Other/failed to parse
6488,Howard Univers ity PCS,2017-0227,08/18/2017,Wheatley EC,Kelly Miller MS,0,08/18/2017,digits,Other/failed to parse
6489,Howard Univers ity PCS,2017-0227,08/18/2017,Langley EC,Kelly Miller MS,0,08/18/2017,digits,Other/failed to parse
6490,Langley EC,2017-0226,08/18/2017,Langley EC,Langley EC,0,08/18/2017,digits,Other/failed to parse
6491,Langley EC,2017-0226,08/18/2017,West Elementary School,Langley EC,0,08/18/2017,digits,Other/failed to parse
6559,09/28/20 17,09/28/20 17,09/28/20 17,Dunba r High Schoo l,09/28/20 17,0,09/28/20 17,digits,Other/failed to parse
6560,09/28/20 17,09/28/20 17,09/28/20 17,Columbia Heights Educat ion Center High Schoo l,09/28/20 17,0,09/28/20 17,digits,Other/failed to parse
6561,09/28/20 17,09/28/20 17,09/28/20 17,Columb ia Heights Educat ion Cente r High School,09/28/20 17,0,09/28/20 17,digits,Other/failed to parse
6562,Washington Math Science Technology Public,09/28/20 17,09/28/20 17,Columb ia Heights Educat ion Cente r High School,09/28/20 17,0,09/28/20 17,digits,Other/failed to parse
6824,Monro e School,2018-0 016,"-a~cu,.cu v,, "" ~""""""",Mo nroe School,"u1 . ... , , ~ ..... .... .. ,_ ., ,_",0,"-a~cu,.cu v,, "" ~""""""",no_digits,Other/failed to parse
6825,E.L. Haynes PCS,2018-0017,"-a~cu,.cu v,, "" ~""""""",Mo nroe School,"u1 . ... , , ~ ..... .... .. ,_ ., ,_",0,"-a~cu,.cu v,, "" ~""""""",no_digits,Other/failed to parse
6826,E.L. Haynes PCS,2018-0017,n. r,Mo nroe School,"u1 . ... , , ~ ..... .... .. ,_ ., ,_",0,n. r,no_digits,Other/failed to parse
6827,E.L. Haynes PCS,2018-0017,n. r,River Terrace EC,"u1 . ... , , ~ ..... .... .. ,_ ., ,_",0,n. r,no_digits,Other/failed to parse
6918,Rand le-Highlands ES,·• ~• 2018-0050,"••e •-· --- •-'""",Randl e-High lands ES,Randle-Highlands ES,0,"••e •-· --- •-'""",no_digits,Other/failed to parse
6919,Rand le-Highlands ES,·• ~• 2018-0050,"••e •-· --- •-'""",Jeff erson MS,Randle-Highlands ES,0,"••e •-· --- •-'""",no_digits,Other/failed to parse
6971,Walke r-Jones/T urne r EC,2018-0064,03/ 07/2018,Cleve land Elementary School,Walker-Jones/ Turne r EC,0,03/ 07/2018,digits,Other/failed to parse
6972,Clevelan d Elementary,2018-0065,03/ 07/2018,Cleve land Elementary School,Kimball Eleme ntary School,0,03/ 07/2018,digits,Other/failed to parse
6973,Clevelan d Elementary,2018-0065,03/ 07/2018,Hearst Eleme nta ry School,Kimball Eleme ntary School,0,03/ 07/2018,digits,Other/failed to parse
